datetime,day_of_week,electricity_price,occupancy,Fridge,Heater,Fans,TV,Lights,Microwave,Washing Machine,Critical Load,Total Load
2013-10-02 05:00:00+00:00,2,3.0,1,0.159934283,1.930867849,0.0,0.0,0.092953771,0.0,0.0,2.183755903,2.183755903
2013-10-02 06:00:00+00:00,2,0.5,3,0.180460597,2.789606408,0.0,0.0,0.095348695,0.0,0.406105123,3.065415699,3.471520822
2013-10-02 07:00:00+00:00,2,0.5,5,0.160851201,1.768291154,0.0,0.0,0.0,0.0,0.0,1.929142354,1.929142354
2013-10-02 08:00:00+00:00,2,0.5,5,0.140685405,0.0,0.0,0.0,0.0,0.0,0.0,0.140685405,0.140685405
2013-10-02 09:00:00+00:00,2,0.5,3,0.129743378,0.0,0.0,0.0,0.0,0.0,0.0,0.129743378,0.129743378
2013-10-02 10:00:00+00:00,2,0.5,3,0.156284947,0.0,0.093969463,0.0,0.0,0.0,0.0,0.156284947,0.25025441
2013-10-02 11:00:00+00:00,2,3.0,1,0.145484474,0.0,0.033668518,0.0,0.0,0.0,0.0,0.145484474,0.179152992
2013-10-02 12:00:00+00:00,2,3.0,2,0.152218452,0.0,0.031980839,0.0,0.0,0.0,0.0,0.152218452,0.184199291
2013-10-02 13:00:00+00:00,2,3.0,1,0.144166125,0.0,0.049595083,0.0,0.0,0.0,0.288457814,0.144166125,0.482219022
2013-10-02 14:00:00+00:00,2,3.0,1,0.166450898,0.0,0.013374691,0.0,0.0,0.0,0.0,0.166450898,0.179825589
2013-10-02 15:00:00+00:00,2,3.0,1,0.123436279,0.0,0.055905837,0.0,0.0,1.287455326,0.676352208,0.123436279,2.14314965
2013-10-02 16:00:00+00:00,2,0.5,5,0.147687034,0.0,0.040966889,0.0,0.0,0.0,0.0,0.147687034,0.188653923
2013-10-02 17:00:00+00:00,2,0.5,3,0.140787225,0.0,0.081713667,0.0,0.0,0.0,0.0,0.140787225,0.222500891
2013-10-02 18:00:00+00:00,2,0.5,5,0.156481679,0.0,0.038447532,0.0661539,0.092233526,0.0,0.0,0.248715205,0.353316637
2013-10-02 19:00:00+00:00,2,0.5,4,0.17061999,2.46564006,0.024823474,0.084539381,0.086625269,0.0,0.0,2.722885319,2.832248174
2013-10-02 20:00:00+00:00,2,3.0,1,0.169510903,1.446832513,0.014113801,0.140626291,0.107124801,0.784868049,0.0,1.723468216,2.663076358
2013-10-02 21:00:00+00:00,2,3.0,2,0.148483925,2.180697803,0.096141097,0.098208698,0.111292873,0.0,0.0,2.440474601,2.634824396
2013-10-02 22:00:00+00:00,2,3.0,2,0.151740941,1.850496325,0.052752823,0.000621554,0.075606562,0.0,0.0,2.077843828,2.131218206
2013-10-02 23:00:00+00:00,2,3.0,2,0.157142251,1.595753199,0.0,0.074912148,0.098308042,1.331500444,0.0,1.851203492,3.257616084
2013-10-03 00:00:00+00:00,3,3.0,2,0.151941551,2.484322495,0.0,0.0,0.065958938,0.0,0.0,2.702222984,2.702222984
2013-10-03 01:00:00+00:00,3,3.0,2,0.143446757,2.148060139,0.0,0.0,0.085221105,0.0,0.0,2.376728001,2.376728001
2013-10-03 02:00:00+00:00,3,3.0,2,0.121692585,1.789677339,0.0,0.0,0.07314571,0.879089092,0.0,1.984515633,2.863604726
2013-10-03 03:00:00+00:00,3,3.0,2,0.187723718,2.087288906,0.0,0.0,0.085151008,1.170221634,0.0,2.360163632,3.530385266
2013-10-03 04:00:00+00:00,3,3.0,2,0.111624576,1.986743062,0.0,0.0,0.081204604,0.0,0.0,2.179572242,2.179572242
2013-10-03 05:00:00+00:00,3,3.0,1,0.199264842,1.903819518,0.0,0.0,0.086030947,0.0,0.0,2.189115307,2.189115307
2013-10-03 06:00:00+00:00,3,0.5,3,0.172856456,2.375966516,0.0,0.0,0.095820639,0.0,0.0,2.644643612,2.644643612
2013-10-03 07:00:00+00:00,3,0.5,4,0.131812251,2.293428547,0.0,0.0,0.0,0.0,0.0,2.425240798,2.425240798
2013-10-03 08:00:00+00:00,3,0.5,4,0.193809113,0.0,0.0,0.0,0.0,0.0,0.0,0.193809113,0.193809113
2013-10-03 09:00:00+00:00,3,0.5,3,0.151993027,0.0,0.0,0.0,0.0,0.0,0.0,0.151993027,0.151993027
2013-10-03 10:00:00+00:00,3,0.5,3,0.139930487,0.0,0.003480097,0.0,0.0,0.0,0.0,0.139930487,0.143410584
2013-10-03 11:00:00+00:00,3,3.0,1,0.151371259,0.0,0.022417273,0.0,0.0,1.819973762,0.0,0.151371259,1.993762294
2013-10-03 12:00:00+00:00,3,3.0,1,0.134334934,0.0,0.040338155,0.0,0.0,1.05730199,0.0,0.134334934,1.231975078
2013-10-03 13:00:00+00:00,3,3.0,1,0.161122436,0.0,0.056823798,0.0,0.0,0.0,0.0,0.161122436,0.217946234
2013-10-03 14:00:00+00:00,3,3.0,1,0.176142855,0.0,0.057796484,0.0,0.0,0.0,0.0,0.176142855,0.233939339
2013-10-03 15:00:00+00:00,3,3.0,2,0.165636457,0.0,0.065658247,0.0,0.0,1.318793869,0.0,0.165636457,1.550088574
2013-10-03 16:00:00+00:00,3,0.5,5,0.136399506,0.0,0.056967611,0.0,0.0,0.0,0.0,0.136399506,0.193367116
2013-10-03 17:00:00+00:00,3,0.5,4,0.155861449,0.0,0.028569457,0.0,0.0,0.0,0.0,0.155861449,0.184430907
2013-10-03 18:00:00+00:00,3,0.5,4,0.18731549,0.0,0.064214988,0.040434825,0.093131072,0.0,0.0,0.280446562,0.385096375
2013-10-03 19:00:00+00:00,3,0.5,5,0.173171912,1.589658841,0.078901284,0.120639046,0.096441203,0.0,0.0,1.859271956,2.058812286
2013-10-03 20:00:00+00:00,3,3.0,2,0.18793586,1.555242785,0.025525691,0.096144915,0.086823039,1.683752788,0.0,1.830001684,3.635425079
2013-10-03 21:00:00+00:00,3,3.0,1,0.1607592,1.867671583,0.131605075,0.131283367,0.062856849,0.0,0.0,2.091287632,2.354176075
2013-10-03 22:00:00+00:00,3,3.0,2,0.12858215,2.241236208,0.043296116,0.135700025,0.089464752,1.170868435,0.0,2.45928311,3.809147686
2013-10-03 23:00:00+00:00,3,3.0,1,0.133064126,1.242576388,0.0,0.077674252,0.097127976,0.0,0.0,1.472768489,1.550442742
2013-10-04 00:00:00+00:00,4,3.0,2,0.153463619,2.19265869,0.0,0.0,0.062322851,0.0,0.530745021,2.40844516,2.939190181
2013-10-04 01:00:00+00:00,4,3.0,2,0.151164174,1.428514851,0.0,0.0,0.087155747,0.0,0.0,1.666834773,1.666834773
2013-10-04 02:00:00+00:00,4,3.0,1,0.161215691,1.311165316,0.0,0.0,0.061243499,1.321779648,0.551441498,1.533624506,3.406845652
2013-10-04 03:00:00+00:00,4,3.0,1,0.160300954,3.926365745,0.0,0.0,0.09141781,0.0,0.0,4.178084509,4.178084509
2013-10-04 04:00:00+00:00,4,3.0,1,0.172711313,1.842365378,0.0,0.0,0.095179384,0.0,0.0,2.110256075,2.110256075
2013-10-04 05:00:00+00:00,4,3.0,1,0.140292729,2.04093707,0.0,0.0,0.126293171,0.0,0.0,2.30752297,2.30752297
2013-10-04 06:00:00+00:00,4,0.5,5,0.112654696,1.764034067,0.0,0.0,0.101779012,0.0,0.0,1.978467775,1.978467775
2013-10-04 07:00:00+00:00,4,0.5,3,0.135693926,2.339798874,0.0,0.0,0.0,0.0,0.0,2.4754928,2.4754928
2013-10-04 08:00:00+00:00,4,0.5,3,0.150911437,0.0,0.0,0.0,0.0,0.0,0.0,0.150911437,0.150911437
2013-10-04 09:00:00+00:00,4,0.5,5,0.136967993,0.0,0.0,0.0,0.0,0.0,0.094971483,0.136967993,0.231939476
2013-10-04 10:00:00+00:00,4,0.5,4,0.153729086,0.0,0.030146406,0.0,0.0,0.0,0.0,0.153729086,0.183875492
2013-10-04 11:00:00+00:00,4,3.0,2,0.167048667,0.0,0.065149618,0.0,0.0,0.0,0.0,0.167048667,0.232198285
2013-10-04 12:00:00+00:00,4,3.0,1,0.167315104,0.0,0.035751641,0.0,0.0,0.0,0.0,0.167315104,0.203066745
2013-10-04 13:00:00+00:00,4,3.0,2,0.136933415,0.0,0.012173481,0.0,0.0,1.567144779,0.0,0.136933415,1.716251676
2013-10-04 14:00:00+00:00,4,3.0,2,0.192443124,0.0,0.080973958,0.0,0.0,0.0,0.0,0.192443124,0.273417082
2013-10-04 15:00:00+00:00,4,3.0,2,0.175338223,0.0,0.028769916,0.0,0.0,0.0,0.0,0.175338223,0.204108139
2013-10-04 16:00:00+00:00,4,0.5,4,0.158876389,0.0,0.073239022,0.0,0.0,0.0,0.0,0.158876389,0.23211541
2013-10-04 17:00:00+00:00,4,0.5,3,0.085174653,0.0,0.019268371,0.0,0.0,0.0,0.0,0.085174653,0.104443024
2013-10-04 18:00:00+00:00,4,0.5,4,0.182648226,0.0,0.007095759,0.077997776,0.082614812,0.0,0.0,0.265263038,0.350356572
2013-10-04 19:00:00+00:00,4,0.5,3,0.173263275,2.005116531,0.02055474,0.123105174,0.083981194,0.0,0.0,2.262360999,2.406020914
2013-10-04 20:00:00+00:00,4,3.0,2,0.137995662,2.056758673,0.06986392,0.179300841,0.05524369,0.0,0.0,2.249998025,2.499162786
2013-10-04 21:00:00+00:00,4,3.0,2,0.146964298,2.294158603,0.058429756,0.068865024,0.075837555,1.002799626,0.0,2.516960456,3.647054863
2013-10-04 22:00:00+00:00,4,3.0,2,0.138212705,2.424801049,0.060710465,0.06535452,0.097991998,0.0,0.0,2.661005751,2.787070736
2013-10-04 23:00:00+00:00,4,3.0,1,0.15614599,1.585502495,0.0,0.071990948,0.094945872,1.444148106,0.0,1.836594357,3.352733411
2013-10-05 00:00:00+00:00,5,3.0,2,0.175553298,1.704214306,0.0,0.0,0.090941948,1.119122939,0.0,1.970709551,3.08983249
2013-10-05 01:00:00+00:00,5,3.0,1,0.166508327,2.406754818,0.0,0.0,0.106109576,0.0,0.0,2.679372721,2.679372721
2013-10-05 02:00:00+00:00,5,3.0,2,0.150420077,2.162083176,0.0,0.0,0.077397139,1.964927056,0.0,2.389900392,4.354827448
2013-10-05 03:00:00+00:00,5,3.0,1,0.171304542,1.496991309,0.0,0.0,0.055716228,0.0,0.0,1.724012079,1.724012079
2013-10-05 04:00:00+00:00,5,3.0,2,0.162482396,2.314172755,0.0,0.0,0.079755065,0.0,0.0,2.556410216,2.556410216
